configname,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
CSMA,2.0,0.93999999999999995,0,0.98196721311475421,0,0.134218001384,0,0.030418091532592832,0
DSME,2.0,0.89000000000000001,0,0.99639344262295082,0,9.032754684056,0,1.0240545540006325,0
