config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,0.42999999999999999,0,0.66688524590163933,0,16.920939126455,0,1.9326547668649743,0
CSMA,2.0,0.83999999999999997,0,0.93229508196721289,0,0.12541744939999999,0,0.033350009011816825,0
