config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,1.0,0,1.0,0,15.420814315653001,0,1.3388195364351325,0
CSMA,2.0,0.95999999999999996,0,0.99393442622950812,0,0.069325635496000002,0,0.019237691973727884,0
