config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.25,0.80000000000000004,0,0.94508196721311488,0,41.533822762408001,0,3.2262572651944037,0
CSMA,2.25,0.96999999999999997,0,0.99508196721311448,0,0.069235355966000001,0,0.018905130048519583,0
