config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.25,0.68999999999999995,0,0.96360655737704914,0,80.693414095665005,0,1.1241025464377403,0
CSMA,2.25,0.97999999999999998,0,0.99836065573770494,0,0.064954743575000001,0,0.011165968901501849,0
