config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,0.98999999999999999,0,0.99983606557377047,0,13.496276483720001,0,1.2837065964566061,0
CSMA,2.0,0.92000000000000004,0,0.95836065573770479,0,0.105251578347,0,0.029092609107824661,0
