config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,1.0,0,1.0,0,10.860326647759999,0,1.4474064797772428,0
CSMA,2.0,0.97999999999999998,0,0.99475409836065576,0,0.094124700305999995,0,0.019158548542210607,0
