config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,0.98999999999999999,0,0.99950819672131153,0,19.203099757446999,0,1.3773254323498805,0
CSMA,2.0,0.92000000000000004,0,0.95836065573770479,0,0.105251578347,0,0.029092609107824661,0
