config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,0.94999999999999996,0,0.99918032786885247,0,4.2936492039049998,0,0.83868448249775851,0
CSMA,2.0,0.95999999999999996,0,0.99393442622950812,0,0.069325635496000002,0,0.019237691973727884,0
