config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,1.0,0,1.0,0,15.420814315653001,0,1.3388195364351325,0
CSMA,2.0,0.88,0,0.95606557377049173,0,0.089916967649000007,0,0.020164551794781296,0
