config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,0.0,0,0.90442622950819673,0,21.436292380883,0,0,0
CSMA,2.0,0.92000000000000004,0,0.95836065573770479,0,0.105251578347,0,0.029092609107824654,0
