config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,1.1,0.87,0,0.95180327868852443,0,9.2984342928599997,0,1.7709160724205095,0
CSMA,1.1,0.94999999999999996,0,0.98016393442622918,0,0.098019339132999997,0,0.022017092811054999,0
