config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,0.97999999999999998,0,0.99885245901639341,0,22.634007123420002,0,1.8244567656842663,0
CSMA,2.0,0.97999999999999998,0,0.99475409836065576,0,0.094124700305999995,0,0.019158548542210607,0
