config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.25,0.87,0,0.98311475409836069,0,41.616012346106999,0,1.9549666180142247,0
CSMA,2.25,0.96999999999999997,0,0.99508196721311448,0,0.069235355966000001,0,0.018905130048519583,0
