config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,1.0,0,1.0,0,4.171172181277,0,0.68908769489645183,0
CSMA,2.0,0.93999999999999995,0,0.98196721311475421,0,0.134218001384,0,0.030418091532592832,0
