config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,0.95999999999999996,0,0.99868852459016388,0,9.7706114302210008,0,0.9269551646624492,0
CSMA,2.0,0.98999999999999999,0,0.99836065573770505,0,0.050385362801999997,0,0.011390801931454565,0
