configname,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
CSMA,2.0,0.93999999999999995,0,0.98196721311475421,0,0.134218001384,0,0.030418091532592832,0
DSME,2.0,0.98999999999999999,0,0.99983606557377047,0,4.7516360740770001,0,0.96626412208445678,0
