config,sendInt,minPRR,minPRR_error,meanPRR,meanPRR_error,maxDelay,maxDelay_error,meanDelay,meanDelay_error
DSME,2.0,0.98999999999999999,0,0.99950819672131153,0,134.77966080012999,0,1.3000789165808928,0
CSMA,2.0,0.97999999999999998,0,0.99475409836065576,0,0.094124700305999995,0,0.019158548542210607,0
